timestamp,tau
2026-02-19 00:05:05,0.04767425394234576
2026-02-19 00:15:05,0.04820227170304954
2026-02-19 00:25:05,0.04799802435191485
2026-02-19 00:35:05,0.049235032849499843
2026-02-19 00:45:05,0.05097654627110519
2026-02-19 00:55:05,0.05166940118824383
2026-02-19 01:05:05,0.05092476640033806
2026-02-19 01:15:05,0.05097372189908289
2026-02-19 01:25:05,0.05021491373736386
2026-02-19 01:35:05,0.04984008297205269
2026-02-19 01:45:05,0.04984298787169952
2026-02-19 01:55:05,0.04909120234200882
2026-02-19 02:05:05,0.04709636443649598
2026-02-19 02:15:05,0.04465993146665437
2026-02-19 02:25:05,0.045216959300144854
2026-02-19 02:35:05,0.04403445375163455
2026-02-19 02:45:05,0.04236730275411302
2026-02-19 02:55:05,0.042325417880726635
2026-02-19 03:05:05,0.04111094225750496
2026-02-19 03:15:05,0.04049531675994214
2026-02-19 03:25:05,0.04091008036798745
2026-02-19 03:35:05,0.045579025542887563
2026-02-19 03:45:05,0.0455292575869147
2026-02-19 03:55:05,0.04495053607755556
2026-02-19 04:05:05,0.045857002481841366
2026-02-19 04:15:05,0.04563712645306883
2026-02-19 04:25:05,0.045330618149198657
2026-02-19 04:35:05,0.04480474184760053
2026-02-19 04:45:05,0.045315933236011685
2026-02-19 04:55:06,0.04546287537013552
2026-02-19 05:05:05,0.045006847721343037
2026-02-19 05:15:04,0.045505390683495905
2026-02-19 05:25:05,0.04582112156975076
2026-02-19 05:35:06,0.04642199127593029
2026-02-19 05:45:06,0.04685229233322244
2026-02-19 05:55:06,0.046105872391139946
2026-02-19 06:05:06,0.04523995450251517
2026-02-19 06:15:06,0.04517844391023158
2026-02-19 06:25:06,0.04459962807620632
2026-02-19 06:35:06,0.04414743507670228
2026-02-19 06:45:06,0.043944197035330076
2026-02-19 06:55:06,0.043384506906667654
2026-02-19 07:05:06,0.04262844829305512
2026-02-19 07:15:06,0.04251456931192583
2026-02-19 07:25:06,0.0413636412204976
2026-02-19 07:35:06,0.04089669194030876
2026-02-19 07:45:06,0.04023607555507984
2026-02-19 07:55:06,0.039480677742633974
2026-02-19 08:05:06,0.03900749804104589
2026-02-19 08:15:06,0.03813628803834289
2026-02-19 08:25:06,0.03780249950045754
2026-02-19 08:35:06,0.03729780663443162
2026-02-19 08:45:06,0.036814299340378734
2026-02-19 08:55:06,0.035961934253895336
2026-02-19 09:05:06,0.03562959895558323
2026-02-19 09:15:06,0.03572931071139746
2026-02-19 09:25:06,0.03551362098364842
2026-02-19 09:35:06,0.03607912318858682
2026-02-19 09:45:06,0.03527837068355372
2026-02-19 09:55:06,0.03530760883215369
2026-02-19 10:05:06,0.034098126563361905
2026-02-19 10:15:06,0.033938022340867215
2026-02-19 10:25:06,0.03391182811495776
2026-02-19 10:35:06,0.03426481185066099
2026-02-19 10:45:06,0.034143728213281696
2026-02-19 10:55:06,0.034119083309454554
2026-02-19 11:05:06,0.033910760834656176
2026-02-19 11:15:06,0.03407968261400417
2026-02-19 11:25:06,0.03450380546104257
2026-02-19 11:35:06,0.034663729157797724
2026-02-19 11:45:06,0.034761815881752166
